Keyword,Wikidata_QID,Wikidata_Label,Match_Score,Instances_QIDs,Instances_Labels,Subclasses_QIDs,Subclasses_Labels,Wikipedia_English_Link
Field Flow Fractionation,Q39566075,Field-flow fractionation,87.5,,,,,
Fracture Dislocation,Q54930822,fracture dislocation,90.0,Q12136,disease,Q324509; Q68833,bone fracture; joint dislocation,
Fracture Fixation,Q73228366,fracture fixation,88.23529411764706,,,Q65684138,orthopedic procedures,
Fracture Fixation,Q35582762,Fracture Fixation,100.0,,,,,
Intramedullary Fracture Fixation,Q72555604,intramedullary fracture fixation,90.625,,,Q73228366,fracture fixation,
Fracture Healing,Q1777289,bone healing,87.5,Q2996394,biological process,Q1581290,healing,https://en.wikipedia.org/wiki/Bone_healing
Fracture Healing,Q67313954,Fracture healing,93.75,,,,,
Avulsion Fractures,Q78653816,Avulsion fractures,94.44444444444444,,,,,
Avulsion Fractures,Q97563054,Avulsion Fractures,100.0,,,,,
Bone Fractures,Q73289464,Bone fractures,92.85714285714286,,,,,
Cartilage Fractures,Q55082267,cartilage fracture,89.47368421052632,Q12136,disease,Q851693,chondropathy,
Closed Fractures,Q55093198,closed fracture,87.5,,,Q68833,bone fracture,
Comminuted Fractures,Q30927439,comminuted fracture,90.0,Q12136,disease,Q68833,bone fracture,
Compression Fractures,Q55234470,compression fracture,90.47619047619048,,,Q68833,bone fracture,
Malunited Fractures,Q54943948,malunited fracture,89.47368421052632,Q12136,disease,Q25036443; Q68833,bone fracture; malunion,
Multiple Fractures,Q55083281,multiple fracture,88.88888888888889,Q12136; Q1441305,clinical sign; disease,Q68833,bone fracture,
Stress Fractures,Q51314507,Stress Fractures,100.0,,,,,
Ununited Fractures,Q93358244,Ununited Fractures,100.0,,,,,
Ununited Fractures,Q58718576,Ununited Fractures,100.0,,,,,
Frail Elderly,Q65619793,frail elderly,84.61538461538461,Q16334295,group of humans,Q3376054,vulnerable population,
Ribosomal Frameshifting,Q101830413,ribosomal frameshifting,91.30434782608697,,,,,
Frameshift Mutation,Q1440688,frameshift mutation,89.47368421052632,,,Q42918,mutation,https://en.wikipedia.org/wiki/Frameshift_mutation
Fraser Syndrome,Q1425572,Fraser syndrome,93.33333333333333,Q112193867; Q55788864; Q55789477,class of disease; developmental defect during embryogenesis; head and neck disease,Q10267817; Q179630; Q55785290; Q55785336; Q55785353; Q55788734; Q55788832; Q590324; Q66653235,"autosomal recessive disease; cryptophthalmos; disorder of sex development, 46,XY; multiple congenital anomalies/dysmorphic syndrome without intellectual disability; syndrome; syndromic anorectal malformation; syndromic developmental defect of the eye; syndromic genetic deafness; syndromic renal or urinary tract malformation",https://en.wikipedia.org/wiki/Fraser_syndrome
Fraser Syndrome,Q102296403,Fraser syndrome 1,87.5,Q112193867,class of disease,Q1425572,Fraser syndrome,
Fraser Syndrome,Q21107452,Fraser extracellular matrix complex subunit 1,87.5,Q8054,protein,,,
Fraser Syndrome,Q102296820,Fraser syndrome 3,87.5,Q112193867,class of disease,Q1425572,Fraser syndrome,
Frasier Syndrome,Q5493754,Frasier syndrome,93.75,Q112193867; Q55788864; Q929833,class of disease; developmental defect during embryogenesis; rare disease,Q179630; Q18553439; Q2273662; Q3347169; Q55785293; Q55785832; Q55787661; Q55789077,"autosomal dominant disease; glomerulopathy; polymalformative genetic syndrome with increased risk of developing cancer; primary glomerular disease; pseudohermaphroditism; syndrome; syndrome with 46,XY disorder of sex development; syndrome with disorder of sex development of gynecological interest",https://en.wikipedia.org/wiki/Frasier_syndrome
Frasier Syndrome,Q80336383,Frasier syndrome,93.75,,,,,
Free Tissue Flaps,Q5871352,free flap,100.0,,,Q2142843,pedicled flap,https://en.wikipedia.org/wiki/Free_flap
Freeze Etching,Q9263700,freeze etching,85.71428571428572,,,Q3005718,freeze fracturing,
Freeze Fracturing,Q3005718,freeze fracturing,88.23529411764706,,,Q73225379,replica technique,
Freeze Substitution,Q73522610,freeze substitution,89.47368421052632,,,Q723912,freeze-drying,
Freeze Substitution,Q71440450,Freeze-substitution,89.47368421052632,,,,,
Cataleptic Freezing Reaction,Q69901630,cataleptic freezing reaction,89.28571428571429,,,Q2990593,animal behavior,
Frontal Sinus,Q918118,frontal sinus,84.61538461538461,Q112826905; Q113551587,chiral anatomical space type; class of anatomical entity,Q281473; Q66515667,cavity of flat bone; paranasal sinus,https://en.wikipedia.org/wiki/Frontal_sinus
Frontal Sinusitis,Q18553935,frontal sinusitis,88.23529411764706,Q112193867,class of disease,Q10267828; Q183344,nose disease; sinusitis,
Frontal Sinusitis,Q82169017,Frontal sinusitis,94.11764705882352,,,,,
Frontal Sinusitis,Q68781476,Frontal sinusitis,94.11764705882352,,,,,
Frontline Workers,Q6398203,key worker,88.23529411764706,,,Q327055,worker,https://en.wikipedia.org/wiki/Key_worker
Frontotemporal Lobar Degeneration,Q18592,frontotemporal dementia,90.9090909090909,Q112193867; Q929833,class of disease; rare disease,Q12136; Q54920211; Q55346097; Q55346116; Q576349; Q83030,TDP-43 Proteinopathies; dementia; disease; encephalopathy; frontotemporal degeneration with dementia; genetic neurodegenerative disease with dementia,https://en.wikipedia.org/wiki/Frontotemporal_dementia
Frontotemporal Lobar Degeneration,Q18579,frontotemporal lobar degeneration,90.9090909090909,Q112965645; Q12136; Q42303753; Q929833,designated intractable/rare disease; disease; rare disease; symptom or sign,Q15467261; Q1755122,degeneration; neurodegeneration,https://en.wikipedia.org/wiki/Frontotemporal_lobar_degeneration
Frozen Sections,Q74675137,Frozen sections,93.33333333333333,,,,,
Frozen Sections,Q82192864,Frozen sections,93.33333333333333,,,,,
Frozen Sections,Q70052355,Frozen sections,93.33333333333333,,,,,
Frozen Sections,Q93694446,Frozen Sections,100.0,,,,,
Frozen Sections,Q55207193,Frozen Sections,100.0,,,,,
Fructose Intolerance,Q1609755,hereditary fructose intolerance syndrome,100.0,Q112193867; Q929833,class of disease; rare disease,Q12136; Q55785261; Q55785305; Q55785312; Q55787284; Q55787291; Q55788855; Q6013981,carbohydrate metabolic disorder; congenital intestinal transport defect; disease; disorder of carbohydrate absorption and transport; disorder of fructose metabolism; metabolic disease with intestinal involvement; nephropathy secondary to a storage or other metabolic disease; rare metabolic liver disease,https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance
Fructose Intolerance,Q43558716,Fructose intolerance,95.0,,,,,
Inborn Errors Fructose Metabolism,Q19000492,inborn errors fructose metabolism,87.87878787878788,,,Q6013981,carbohydrate metabolic disorder,
Fungal Fruiting Bodies,Q1132089,fruiting body,86.36363636363636,Q56883667,fungal structure,Q27062218,multicellular structure,https://en.wikipedia.org/wiki/Sporocarp_(fungus)
Fruit Proteins,Q113992773,fruit proteins,85.71428571428572,,,Q57312622,vegetable protein,
Functional Food,Q752276,functional food,86.66666666666667,,,Q2095; Q2424752,food; product,https://en.wikipedia.org/wiki/Functional_food
Functional Food,Q11860168,Functional Foods Forum,81.08108108108108,Q4671277,academic institution,,,
Functional Laterality,Q10927834,laterality,90.47619047619048,,,Q3734365; Q908656,chirality; preference,https://en.wikipedia.org/wiki/Laterality
Functional Status,Q11897846,functional capacity,88.23529411764706,,,Q1347367,aptitude,
Fund Raising,Q1161355,fundraising,83.33333333333334,,,Q3604747; Q8187769,acquisition; economic activity,https://en.wikipedia.org/wiki/Fundraising
Fundus Oculi,Q203222,fundus,100.0,,,,,https://en.wikipedia.org/wiki/Fundus_(eye)
Funeral Homes,Q1466031,funeral home,84.61538461538461,,,Q4830453; Q655686,business; commercial building,https://en.wikipedia.org/wiki/Funeral_home
Funeral Sermon,Q1813927,funeral sermon,85.71428571428572,,,Q15811553; Q249697; Q60797,eulogy; occasional publication; sermon,https://en.wikipedia.org/wiki/Funeral_sermon
Funeral Sermon,Q126877182,funeral sermon,85.71428571428572,Q1697305; Q2995443,folklore motif; narrative motif,,,
Fungal Capsules,Q70076942,fungal capsule,100.0,,,Q56883667,fungal structure,
Fungal Structures,Q56883667,fungal structure,88.23529411764706,Q104030742,taxon entity class type,Q4936952; Q55568967,anatomical structure; biological structure,
Fused Kidney,Q16948277,crossed renal ectopia,91.66666666666666,,,Q3718783,renal ectopia,https://en.wikipedia.org/wiki/Crossed_renal_ectopia
Fused Kidney,Q82069369,Fused kidney,91.66666666666666,,,,,
Fusobacteriaceae Infections,Q19000593,Fusobacteriaceae infectious disease,100.0,,,Q19597369,gram-negative bacterial infection,
Fusobacterium Infections,Q539465,Vincent's angina,100.0,,,Q130313321; Q17144980; Q673083; Q98456483,Fusobacterium infections; Necrotizing periodontal diseases; angina; gingivitis,https://en.wikipedia.org/wiki/Vincent%27s_angina
Fusobacterium Infections,Q98456483,Fusobacterium infections,95.83333333333334,,,Q19000593,Fusobacteriaceae infectious disease,
G1 Phase,Q306383,G1 phase,87.5,Q2996394,biological process,Q22299147,cell cycle phase,https://en.wikipedia.org/wiki/G1_phase
G1 Phase,Q45314021,G1 Phase,100.0,Q14911758; Q4915012,biological pathway; mitotic G1 phase,,,
G2 Phase,Q306379,G2 phase,87.5,Q2996394,biological process,Q22299147,cell cycle phase,https://en.wikipedia.org/wiki/G2_phase
G2 Phase,Q45314058,G2 Phase,100.0,Q14865846; Q4915012,biological pathway; mitotic G2 phase,,,
GABAergic Neurons,Q66591221,GABAergic neuron,94.11764705882352,Q189118,cell type,Q43054,neuron,
GABAergic Neurons,Q39284477,GABAergic neurons,94.11764705882352,,,,,
Gain of Function Mutation,Q103242150,gain of function,88.0,,,Q42918,mutation,
Gait Apraxia,Q18556252,gait apraxia,83.33333333333334,Q112193867,class of disease,Q498916,apraxia,
Gait Ataxia,Q68149481,gait ataxia,81.81818181818181,,,Q213373; Q827017,ataxia; gait abnormality,
Gallbladder Emptying,Q71149408,gallbladder emptying,90.0,,,Q70576850,digestive system physiological phenomena,
Gallbladder Neoplasms,Q56014509,gallbladder neoplasm,90.47619047619048,,,Q18553365; Q5518905,gallbladder disease; gastrointestinal neuroendocrine tumor,
Gallbladder Neoplasms,Q67544120,Gallbladder neoplasms,95.23809523809523,,,,,
Recreational Games,Q11410,game,88.88888888888889,Q63981612,product category,Q17538258,recreative work,https://en.wikipedia.org/wiki/Game
Gamete Intrafallopian Transfer,Q5520148,Gamete intrafallopian transfer,93.33333333333333,,,,,https://en.wikipedia.org/wiki/Gamete_intrafallopian_transfer
Gamete Intrafallopian Transfer,Q41049886,Gamete intrafallopian transfer,93.33333333333333,,,,,
Gamete Intrafallopian Transfer,Q71327658,Gamete intrafallopian transfer,93.33333333333333,,,,,
Plant Gametogenesis,Q71160427,plant gametogenesis,89.47368421052632,,,Q1410510; Q70684884,gametogenesis; plant physiological phenomena,
Gamma Rhythm,Q2623017,gamma wave,83.33333333333334,,,Q60442,neural oscillation,https://en.wikipedia.org/wiki/Gamma_wave
Invertebrate Ganglia,Q70059226,invertebrate ganglion,90.0,,,Q108158,ganglion,
Parasympathetic Ganglia,Q947277,parasympathetic ganglion,91.30434782608697,Q112826905,class of anatomical entity,Q788151,autonomic ganglion,https://en.wikipedia.org/wiki/Parasympathetic_ganglia
Sensory Ganglia,Q60181224,sensory ganglia,86.66666666666667,,,Q108158,ganglion,
Spinal Ganglia,Q1395415,spinal ganglia,85.71428571428572,Q112826905,class of anatomical entity,Q112826975; Q66501932,particular anatomical entity; sensory ganglion,https://en.wikipedia.org/wiki/Dorsal_root_ganglion
Sympathetic Ganglia,Q3554908,sympathetic ganglion,89.47368421052632,Q112826905,class of anatomical entity,Q112826975; Q788151,autonomic ganglion; particular anatomical entity,https://en.wikipedia.org/wiki/Sympathetic_ganglia
Ganglion Cysts,Q1144367,ganglion cyst,85.71428571428572,Q112965645,symptom or sign,Q193211,cyst,https://en.wikipedia.org/wiki/Ganglion_cyst
Ganglionic Eminence,Q4133185,ganglionic eminence,89.47368421052632,Q103914748; Q112826905; Q27043950,anatomical entity; anatomical structure class type; class of anatomical entity,,,https://en.wikipedia.org/wiki/Ganglionic_eminence
GM1 Gangliosidosis,Q5513690,gangliosidosis GM1,94.44444444444444,Q112193867; Q929833,class of disease; rare disease,Q1337418; Q1493513; Q18557955; Q55788818; Q55789241; Q55789255; Q55789277,gangliosidosis; hereditary retinal dystrophy; lysosomal storage disease with skeletal involvement; metabolic disease with macular cherry-red spot; nervous system anomaly with eye involvement; neurometabolic disease; unclassified primitive or secondary maculopathy,https://en.wikipedia.org/wiki/GM1_gangliosidoses
GM1 Gangliosidosis,Q61913507,gangliosidosis GM3,88.88888888888889,Q112193867,class of disease,Q5513690,gangliosidosis GM1,
Gap Junctions,Q232438,gap junction,84.61538461538461,Q5058355,cellular component,Q14873267,cell-cell junction,https://en.wikipedia.org/wiki/Gap_junction
Gap Junctions,Q26850591,Gap junctions,92.3076923076923,,,,,
Gap Junctions,Q72969119,Gap junctions,92.3076923076923,,,,,
Gap Junctions,Q34020827,Gap junctions.,88.88888888888889,,,,,
Gap Junctions,Q86896853,Gap junctions,92.3076923076923,,,,,
Gas Chromatography-Mass Spectrometry,Q873009,gas chromatography-mass spectrometry,88.88888888888889,Q25384120,hyphenated technique,,,https://en.wikipedia.org/wiki/Gas_chromatography%E2%80%93mass_spectrometry
Gas Chromatography-Mass Spectrometry,Q63945882,Gas Chromatography Mass Spectrometry,88.88888888888889,,,,,
Gas Gangrene,Q1495085,gas gangrene,83.33333333333334,Q112193867; Q18123741,class of disease; infectious disease,Q11864371; Q12136; Q18553248; Q692536,bacterial skin disease; commensal bacterial infectious disease; disease; muscular disease,https://en.wikipedia.org/wiki/Gas_gangrene
Gas Poisoning,Q58735819,Gas Poisoning,100.0,,,,,
Gas Poisoning,Q48075851,Gas poisoning,92.3076923076923,,,,,
Gas Scavengers,Q7430642,scavenger system,100.0,Q6657015,medical equipment,,,https://en.wikipedia.org/wiki/Scavenger_system
Gastric Absorption,Q70578567,gastric absorption,88.88888888888889,,,Q70579830,gastrointestinal absorption,
Gastric Acid,Q846270,gastric acid,83.33333333333334,,,Q189588,stomach cancer,https://en.wikipedia.org/wiki/Gastric_acid
Gastric Acidity Determination,Q73038205,gastric acidity determination,89.65517241379311,,,Q73218639; Q73220074,clinical chemistry tests; digestive system diagnostic technique,
Gastric Antral Vascular Ectasia,Q1484679,gastric antral vascular ectasia,87.09677419354838,Q112193867,class of disease,Q1323709; Q18554363; Q55789773,capillary disease; ectasia; vascular ectasia,https://en.wikipedia.org/wiki/Gastric_antral_vascular_ectasia
Gastric Artery,Q5526778,gastric arteries,85.71428571428572,Q15623926,Wikimedia set index article,,,https://en.wikipedia.org/wiki/Gastric_arteries
Gastric Balloon,Q2881346,intragastric balloon,86.66666666666667,,,Q69016679,hospital equipment and supplies,https://en.wikipedia.org/wiki/Gastric_balloon
Gastric Dilatation,Q18555346,gastric dilatation,88.88888888888889,Q112193867,class of disease,Q175827,stomach disease,
Gastric Emptying,Q14916441,gastric emptying,87.5,Q2996394,biological process,Q21110783,gastric motility,
Gastric Fistula,Q55093014,gastric fistula,86.66666666666667,Q12136,disease,Q175827; Q34397578,digestive system fistula; stomach disease,
Gastric Fundus,Q2449197,fundus,85.71428571428572,Q112826905; Q113147985,class of anatomical entity; solitary organism subdivision type,Q112826975; Q66509773,particular anatomical entity; zone of stomach,https://en.wikipedia.org/wiki/Fundus_(stomach)
Gastric Hypothermia,Q72368545,gastric hypothermia,89.47368421052632,,,Q478590,therapeutic hypothermia,
Gastric Hypothermia,Q79707932,Gastric hypothermia,94.73684210526316,,,,,
Gastric Lavage,Q1755116,gastric lavage,85.71428571428572,,,Q11714089,irrigation,https://en.wikipedia.org/wiki/Gastric_lavage
Gastric Lavage,Q69572106,Gastric lavage,92.85714285714286,,,,,
Gastric Lavage,Q42905321,Gastric lavage,92.85714285714286,,,,,
Gastric Lavage,Q66909372,Gastric lavage,92.85714285714286,,,,,
Gastric Mucosa,Q383249,gastric mucosa,85.71428571428572,Q112826905,class of anatomical entity,Q112826975; Q66591702,mucosa; particular anatomical entity,https://en.wikipedia.org/wiki/Gastric_mucosa
Gastric Stump,Q60021425,gastric stump,84.61538461538461,,,,,
Gastrin-Secreting Cells,Q70081839,gastrin-secreting cells,86.95652173913044,Q189118,cell type,Q10483909,endocrine cell,
Atrophic Gastritis,Q1826391,atrophic gastritis,88.88888888888889,Q112193867,class of disease,Q16958168; Q183130,chronic gastritis; gastritis,https://en.wikipedia.org/wiki/Atrophic_gastritis
Hypertrophic Gastritis,Q975705,gastric mucosal hypertrophy,90.9090909090909,Q112193867,class of disease,Q16958168; Q183130; Q200779; Q55785259; Q55785595,chronic gastritis; gastritis; genetic disease; rare gastroesophageal disease; rare genetic gastroenterological disease,https://en.wikipedia.org/wiki/M%C3%A9n%C3%A9trier%27s_disease
Gastroepiploic Artery,Q2865981,gastroepiploic artery,90.47619047619048,,,Q9655,artery,https://en.wikipedia.org/wiki/Gastroepiploic_artery
Gastroesophageal Reflux,Q16595080,gastroesophageal reflux,91.30434782608697,Q169872; Q66615932,physiological phenomenon; symptom,Q30597356,regurgitation,https://en.wikipedia.org/wiki/Gastroesophageal_reflux
Gastroesophageal Reflux,Q20749907,GER,95.65217391304348,Q7187,gene,,,
Gastroesophageal Reflux,Q70767032,Gastroesophageal reflux,95.65217391304348,,,,,
Gastrointestinal Absorption,Q70579830,gastrointestinal absorption,92.5925925925926,,,Q2138622; Q66133460; Q70576850,digestive system physiological phenomena; nutrition; physiological absorption,
Gastrointestinal Absorption,Q40030717,Gastrointestinal Absorption,100.0,,,,,
Gastrointestinal Contents,Q70211244,gastrointestinal contents,92.0,,,Q71417785,fluids and secretions,
Gastrointestinal Diseases,Q2300099,gastrointestinal system disease,100.0,Q112193867,class of disease,Q12136; Q18557436,disease; disease of anatomical entity,https://en.wikipedia.org/wiki/Gastrointestinal_disease
Gastrointestinal Diseases,Q59257765,Gastrointestinal Diseases,100.0,,,,,
Gastrointestinal Hemorrhage,Q1495657,gastrointestinal bleeding,92.5925925925926,Q112965645,symptom or sign,Q166019; Q54926352,bleeding; digestive sign,https://en.wikipedia.org/wiki/Gastrointestinal_bleeding
Gastrointestinal Hemorrhage,Q70293873,Gastrointestinal hemorrhage,96.2962962962963,,,,,
Gastrointestinal Hemorrhage,Q34071477,Gastrointestinal Hemorrhage,100.0,,,,,
Gastrointestinal Microbiome,Q739734,human gut flora,92.5925925925926,,,Q1500347; Q2033092,human microbiome; microflora,https://en.wikipedia.org/wiki/Gut_microbiota
Gastrointestinal Motility,Q65920606,gastrointestinal motility,92.0,,,Q22290756; Q33596,motility; part of the digestion process,
Gastrointestinal Neoplasms,Q58833942,gastrointestinal neoplasm,92.3076923076923,Q12136,disease,Q1216998; Q58845312,digestive system neoplasm; neoplasm,
Gastrointestinal Stromal Tumors,Q1495661,gastrointestinal stromal tumor,93.5483870967742,Q112193867,class of disease,Q16869243; Q5526839; Q55785596; Q55786847; Q55788134,Stromal tumor; gastrointestinal system cancer; inherited digestive tract tumor; mesenchymal tumor of small intestine; rare genetic intestinal disease,https://en.wikipedia.org/wiki/Gastrointestinal_stromal_tumor
Gastrointestinal Stromal Tumors,Q82948349,Gastrointestinal stromal tumors,93.5483870967742,,,,,
Gastrointestinal Stromal Tumors,Q57649696,Gastrointestinal stromal tumors,93.5483870967742,,,,,
Gastrointestinal Stromal Tumors,Q71840500,Gastrointestinal stromal tumors,93.5483870967742,,,,,
Gastrointestinal Transit,Q70715940,gastrointestinal transit,91.66666666666666,,,Q73218639,digestive system diagnostic technique,
Gastrointestinal Transit,Q25615742,gastrointestinal transit time,83.01886792452831,,,,,
Gastroplasty,Q21116710,gastroplasty,91.66666666666666,Q600236,surgical operation,Q357503,bariatric surgery,
Gastroplasty,Q42160746,Gastroplasty,100.0,,,,,
GATA2 Deficiency,Q6901244,MonoMAC,81.25,Q112193867; Q929833,class of disease; rare disease,Q18553439; Q3043160; Q55612175; Q55785272,GATA2 deficiency; autosomal dominant disease; primary immunodeficiency disease; quantitative and/or qualitative congenital phagocyte defect,https://en.wikipedia.org/wiki/MonoMAC
Gated Blood-Pool Imaging,Q67640820,gated blood-pool imaging,83.33333333333334,,,Q5038319,cardiac imaging,
GC Rich Sequence,Q70577042,GC rich sequence,87.5,,,Q863908,nucleic acid sequence,
Absorbable Gelatin Sponge,Q4669882,absorbable gelatin sponge,88.0,,,Q56316809,surgical sponge,https://en.wikipedia.org/wiki/Absorbable_gelatin_sponge
Gemini of Coiled Bodies,Q21108652,gemini of coiled bodies,86.95652173913044,Q5058355,cellular component,Q14817965,nuclear body,
Gender-Affirming Care,Q123822804,gender-affirming care,85.71428571428572,Q70470402,health priorities,Q28130218,transgender health care,
Gender-Affirming Surgery,Q1053501,gender-affirming surgery,87.5,,,Q105691747; Q1085588; Q15748953; Q3309852; Q600236; Q73523825,gender-affirming therapy; genital modification; non-health-related service typically performed by health care providers; surgical operation; transitioning; urogenital surgery,https://en.wikipedia.org/wiki/Gender-affirming_surgery
Gender-Based Violence,Q6163243,gender violence,85.71428571428572,,,Q124490; Q83267,crime; violence,https://en.wikipedia.org/wiki/Gender_and_violence
Gender-Nonconforming Persons,Q69990794,non-binary people,89.28571428571429,Q16334295,group of humans,Q11894636; Q9827121,LGBTQ people; gender minority,https://en.wikipedia.org/wiki/Non-binary_people
Gene Amplification,Q746284,gene duplication,88.88888888888889,,,Q42918,mutation,https://en.wikipedia.org/wiki/Gene_duplication
Gene Amplification,Q6078353,gene amplification,88.88888888888889,,,Q2996394,biological process,
Gene Components,Q71131253,gene components,86.66666666666667,,,Q73351560,genome components,
Gene Conversion,Q471134,gene conversion,86.66666666666667,Q2996394,biological process,Q22280388,homologous recombination,https://en.wikipedia.org/wiki/Gene_conversion
Gene Dosage,Q1465102,gene dosage,81.81818181818181,,,,,https://en.wikipedia.org/wiki/Gene_dosage
Gene Drive Technology,Q22964789,gene drive,85.71428571428572,,,Q159236; Q440681,directed evolution; genetic engineering,https://en.wikipedia.org/wiki/Gene_drive
Gene Duplication,Q746284,gene duplication,87.5,,,Q42918,mutation,https://en.wikipedia.org/wiki/Gene_duplication
Gene Duplication,Q3716432,Gene Duplication,100.0,,,,,
Gene Editing,Q65363531,gene editing,83.33333333333334,,,Q159236,genetic engineering,
Gene Editing,Q96703284,Gene Editing,100.0,Q5633421,scientific journal,,,
Gene Expression Profiling,Q1502169,gene expression profiling,88.0,,,Q3516872; Q4751159,analytical chemistry technique; molecular biology technique,https://en.wikipedia.org/wiki/Gene_expression_profiling
Gene Expression Regulation,Q411391,regulation of gene expression,88.46153846153845,Q2996394; Q96758092,biological process; type of regulation and control,Q22243985; Q22284496; Q29017603,biological regulation; control; regulation of macromolecule metabolic process,https://en.wikipedia.org/wiki/Regulation_of_gene_expression
Gene Expression Regulation,Q66660300,neoplastic gene expression regulation,81.25,,,Q411391,regulation of gene expression,
Gene Expression Regulation,Q71131082,bacterial gene expression regulation,82.53968253968253,,,Q411391,regulation of gene expression,
Gene Expression Regulation,Q70682269,viral gene expression regulation,88.13559322033898,,,Q411391,regulation of gene expression,
Gene Expression Regulation,Q70688407,enzymologic gene expression regulation,80.0,,,Q411391,regulation of gene expression,
Archaeal Gene Expression Regulation,Q70576031,archaeal gene expression regulation,88.57142857142857,,,Q411391,regulation of gene expression,
Bacterial Gene Expression Regulation,Q71131082,bacterial gene expression regulation,88.88888888888889,,,Q411391,regulation of gene expression,
Developmental Gene Expression Regulation,Q70697639,developmental gene expression regulation,90.0,,,Q411391,regulation of gene expression,
Enzymologic Gene Expression Regulation,Q70688407,enzymologic gene expression regulation,89.47368421052632,,,Q411391,regulation of gene expression,
Fungal Gene Expression Regulation,Q65683401,fungal gene expression regulation,87.87878787878788,,,Q411391,regulation of gene expression,
Leukemic Gene Expression Regulation,Q70710965,leukemic gene expression regulation,88.57142857142857,,,Q66660300,neoplastic gene expression regulation,
Neoplastic Gene Expression Regulation,Q66660300,neoplastic gene expression regulation,89.1891891891892,,,Q411391,regulation of gene expression,
Viral Gene Expression Regulation,Q70682269,viral gene expression regulation,87.5,,,Q411391,regulation of gene expression,
Gene Flow,Q100791477,Gene Flowers,85.71428571428572,Q5,human,,,
Gene Frequency,Q71131180,gene frequency,85.71428571428572,,,Q65359289,genetic phenomena,
Gene Fusion,Q42866962,gene fusion,81.81818181818181,Q2996394,biological process,Q211675,genetic recombination,
Gene Knockdown Techniques,Q1501275,gene knockdown,100.0,,,Q211083,gene targeting,https://en.wikipedia.org/wiki/Gene_knockdown
Gene Knock-In Techniques,Q3109064,knock-in,100.0,,,Q211083,gene targeting,https://en.wikipedia.org/wiki/Gene_knock-in
Gene Knockout Techniques,Q1133550,gene knockout,87.5,,,Q211083; Q65363531,gene editing; gene targeting,https://en.wikipedia.org/wiki/Gene_knockout
Gene Library,Q526826,DNA library,100.0,,,Q5532925,genetic structure,https://en.wikipedia.org/wiki/Library_(biology)
Response Generalization,Q68163169,response generalization,91.30434782608697,,,Q6963735,generalization,
Stimulus Generalization,Q68163731,stimulus generalization,91.30434782608697,,,Q6963735,generalization,https://en.wikipedia.org/wiki/Stimulus_generalization
Dental General Practice,Q69960432,general dental practice,86.95652173913044,Q7574929,dental specialty,Q12128,dentistry,
Generative Artificial Intelligence,Q117246174,generative artificial intelligence,91.17647058823529,,,Q11660; Q117349473; Q5532625,artificial intelligence; artificial intelligence model; generative model,https://en.wikipedia.org/wiki/Generative_artificial_intelligence
Generative Artificial Intelligence,Q119018971,generative artificial intelligence website,81.57894736842105,,,Q133284914,artificial intelligence website,
Generative Artificial Intelligence,Q133284163,generative artificial intelligence chatbot,81.57894736842105,,,Q119018971; Q870780,chatbot; generative artificial intelligence website,
Gene Rearrangement,Q65350917,gene rearrangement,88.88888888888889,,,Q65359289,genetic phenomena,
B-Lymphocyte Gene Rearrangement,Q70693680,B-lymphocyte gene rearrangement,90.32258064516128,,,Q70710695,immunogenetic phenomena,
B-Lymphocyte Heavy Chain Gene Rearrangement,Q71130743,B-lymphocyte heavy chain gene rearrangement,88.37209302325581,,,Q70693680,B-lymphocyte gene rearrangement,
B-Lymphocyte Light Chain Gene Rearrangement,Q71239166,B-lymphocyte light chain gene rearrangement,88.37209302325581,,,Q70693680,B-lymphocyte gene rearrangement,
Gene Regulatory Networks,Q1502576,gene regulatory network,87.5,Q132775695,type of biological pathway,,,https://en.wikipedia.org/wiki/Gene_regulatory_network
Gene Regulatory Networks,Q24555729,Gene regulatory networks,91.66666666666666,,,,,
Archaeal Genes,Q70690770,archaeal genes,85.71428571428572,,,Q70698178,microbial gene,
Bacterial Genes,Q66684857,bacterial gene,86.66666666666667,,,Q7187,gene,https://en.wikipedia.org/wiki/Bacterial_genes
Chloroplast Genes,Q67200815,chloroplast genes,88.23529411764706,,,,,
Developmental Genes,Q71130667,developmental genes,89.47368421052632,Q131679239,type of gene,Q7187,gene,
Developmental Genes,Q52197355,Developmental genes,94.73684210526316,,,,,
Duplicate Genes,Q100685808,duplicate genes,86.66666666666667,,,Q7187,gene,
Essential Genes,Q17119234,essential gene,86.66666666666667,,,Q7187,gene,https://en.wikipedia.org/wiki/Essential_gene
Essential Genes,Q37006242,Essential genes,93.33333333333333,,,,,
Fungal Genes,Q70680711,fungal genes,83.33333333333334,,,Q70698178,microbial gene,
Helminth Genes,Q71234577,helminth genes,85.71428571428572,,,Q7187,gene,
Gene Silencing,Q1431332,gene silencing,85.71428571428572,Q2996394,biological process,Q14819859,negative regulation of gene expression,https://en.wikipedia.org/wiki/Gene_silencing
Gene Silencing,Q201993,RNA interference,92.85714285714286,Q2996394,biological process,Q1431332; Q22260826,gene silencing; posttranscriptional gene silencing,https://en.wikipedia.org/wiki/RNA_interference
Immunoglobulin Genes,Q70688789,immunoglobulin genes,90.0,,,Q7187,gene,
Immunoglobulin Light Chain Genes,Q71150896,immunoglobulin light chain genes,87.5,,,Q70688789,immunoglobulin genes,
